ticket_id,pnr,passenger_name,route,start_station,end_station,travel_date,booking_date,class,seat,price,currency,ticket_type,booking_channel,days_until_travel,price_per_km,booking_frequency,time_taken_sec,login_frequency,device_type,ip_change_flag,is_fraud
4391,GT64815962,Omaja Randhawa,Visakhapatnam → Indore,Visakhapatnam,Indore,2026-08-30,2026-06-05,General,22C,77.21,INR,train,official_app,86,0.3231,2,110,1,tablet,0,0
4392,TN88114896,Vansha Oza,Bhubaneswar → Kolkata,Bhubaneswar,Kolkata,2025-11-24,2025-09-26,General,53C,1066.86,INR,train,reseller,59,2.4247,2,30,3,desktop,0,1
4393,EQ30879722,Zayyan Pandya,Mangalore → Patna,Mangalore,Patna,2027-02-09,2026-12-23,Business,10B,13337.91,INR,flight,official_website,48,10.5689,1,103,10,tablet,0,0
4394,IR41193999,Charles Natt,Coimbatore → Hyderabad,Coimbatore,Hyderabad,2025-02-20,2025-02-18,Sleeper,S4,532.23,INR,bus,official_website,2,2.0549,1,44,1,mobile,0,0
4395,SY21747126,Aarna Patla,Chandigarh → Ranchi,Chandigarh,Ranchi,2025-07-01,2025-05-07,Business,8F,7840.75,INR,flight,official_website,55,12.2896,3,53,2,mobile,0,0
4396,HH92693234,Chanakya Batra,Hyderabad → Agra,Hyderabad,Agra,2026-04-16,2026-01-17,AC 2 Tier,52C,1557.19,INR,train,official_website,89,2.5238,3,34,7,mobile,1,0
4397,GN02865760,Kashvi Loke,Udaipur → Indore,Udaipur,Indore,2026-08-07,2026-05-28,First Class,11D,1463.92,INR,train,official_website,71,3.588,4,120,1,mobile,1,1
4398,IU55277395,Pushti Yadav,Jaipur → Lucknow,Jaipur,Lucknow,2025-12-14,2026-01-09,AC Sleeper,S10,1711.6,INR,bus,reseller,-26,2.951,7,102,2,mobile,1,1
4399,ZQ10990685,Urmi Dewan,Mumbai → Bangalore,Mumbai,Bangalore,2026-05-17,2026-02-22,AC Seater,S50,2413.02,INR,bus,official_app,84,2.4623,5,104,6,desktop,0,0
4400,NA41718611,Jonathan Basak,Bangalore → Agra,Bangalore,Agra,2026-12-25,2026-11-20,AC 2 Tier,19B,5443.08,INR,train,official_website,35,2.4741,5,49,5,mobile,0,0
4401,UG48357068,Kashvi Atwal,Surat → Goa,Surat,Goa,2027-01-03,2026-12-09,Sleeper,S16,1198.57,INR,bus,official_website,25,2.0453,2,106,6,desktop,0,0
4402,IU01856773,Chandresh Sarma,Bangalore → Lucknow,Bangalore,Lucknow,2026-11-05,2026-08-11,First Class,32C,6969.02,INR,train,official_app,86,3.4845,3,108,2,mobile,0,0
4403,YS73932649,Yagnesh Sandhu,Jodhpur → Chennai,Jodhpur,Chennai,2025-03-21,2025-04-07,AC 3 Tier,24A,536.11,INR,train,official_website,-17,1.6966,1,105,4,unknown,0,1
4404,BM23858585,Vidhi Bose,Visakhapatnam → Mumbai,Visakhapatnam,Mumbai,2025-06-08,2025-03-29,AC Sleeper,S47,4427.39,INR,bus,official_website,71,2.9516,5,93,9,desktop,0,0
4405,HP41673585,Priya Narula,Jodhpur → Ranchi,Jodhpur,Ranchi,2025-08-07,2025-05-22,AC Sleeper,8A,3707.78,INR,train,official_website,77,2.4768,3,9,5,mobile,0,1
4406,XXXXXXXXXX,Aarav Joshi,Pune → Amritsar,Pune,Amritsar,2026-06-20,2026-03-29,Business,3E,9011.77,INR,flight,official_app,83,11.5833,8,53,4,desktop,0,1
4407,MN01156363,Unni Tandon,Hyderabad → Bhubaneswar,Hyderabad,Bhubaneswar,2030-12-17,2026-08-18,Economy,8D,5871.95,INR,flight,reseller,1582,5.872,2,100,4,desktop,0,1
4408,PX59706265,Ikbal Zacharia,Chennai → Nagpur,Chennai,Nagpur,2025-08-26,2025-08-24,General,50A,36.84,INR,train,official_website,2,0.0335,9,66,3,unknown,1,1
4409,JR96312606,Avni Nanda,Jaipur → Chennai,Jaipur,Chennai,2026-09-28,2026-09-10,Sleeper,S4,1784.34,INR,bus,official_app,18,1.929,10,114,4,mobile,0,1
4410,4923953821,Vritti Tiwari,Delhi → Bangalore,Delhi,Bangalore,2025-11-19,2025-11-02,General,S49,2609.68,INR,bus,reseller,17,1.2138,3,34,5,unknown,0,1
4411,CG15274762,Banjeet Rajagopal,Bhubaneswar → Ranchi,Bhubaneswar,Ranchi,2026-12-14,2026-12-07,Business,7E,14357.05,INR,flight,reseller,7,10.4873,6,46,1,unknown,1,1
4412,DR13963170,Ekantika Dey,Mysore → Indore,Mysore,Indore,2025-07-21,2025-05-02,General,S32,2223.57,INR,bus,official_website,80,3.0377,10,75,3,mobile,1,1
4413,ABAB,Chaman Goswami,Coimbatore → Delhi,Coimbatore,Delhi,2026-04-21,2026-04-04,General,6B,1208.79,INR,train,reseller,17,0.5256,9,46,5,tablet,1,1
4414,IP52036264,Harita Gulati,Amritsar → Bangalore,Amritsar,Bangalore,2025-08-29,2025-08-14,First Class,42B,9505.95,INR,train,official_website,15,3.5207,4,71,3,desktop,0,0
4415,UI04798417,Bhavani Chacko,Kochi → Thiruvananthapuram,Kochi,Thiruvananthapuram,2026-10-19,2026-08-01,Economy,4A,1901.76,INR,flight,official_website,79,8.6444,5,58,6,tablet,0,0
4416,WX69442279,Vasana Sule,Mangalore → Kolkata,Mangalore,Kolkata,2025-01-10,2025-01-05,Economy,27D,2413.14,INR,flight,official_website,5,7.2034,3,35,10,desktop,0,0
4417,QW30129473,Caleb Iyengar,Chandigarh → Hyderabad,Chandigarh,Hyderabad,2026-07-11,2026-04-25,AC 2 Tier,52C,3243.84,INR,train,official_app,77,2.4933,5,112,4,mobile,1,0
4418,WJ98579201,Amol Pradhan,Ahmedabad → Lucknow,Ahmedabad,Lucknow,2026-03-21,2026-01-24,AC 3 Tier,48B,2564.39,INR,train,official_website,56,1.8059,1,45,3,mobile,0,1
4419,AW95914843,Kala Kaur,Indore → Bhubaneswar,Indore,Bhubaneswar,2025-07-18,2025-06-21,Economy,14E,6450.48,INR,flight,official_app,27,5.6484,3,53,8,tablet,0,0
4420,SM31616934,Oviya Krishnan,Bhubaneswar → Jodhpur,Bhubaneswar,Jodhpur,2026-11-28,2026-11-19,AC 2 Tier,40B,3298.02,INR,train,official_app,9,2.491,5,76,6,desktop,1,0
4421,PT20285613,Inaya Kapur,Ahmedabad → Amritsar,Ahmedabad,Amritsar,2026-08-24,2026-06-04,General,38B,726.58,INR,train,official_website,81,0.4899,5,95,2,mobile,0,0
4422,JN60049180,Ikbal Dugal,Thiruvananthapuram → Udaipur,Thiruvananthapuram,Udaipur,2026-12-15,2026-11-06,Business,17C,4991.45,INR,flight,official_website,39,14.8114,1,119,8,tablet,1,0
4423,NJ16957183,Michael Hayre,Ahmedabad → Bhopal,Ahmedabad,Bhopal,2026-12-29,2026-10-05,General,S37,833.64,INR,bus,official_website,85,1.2259,4,34,9,desktop,0,0
4424,LY65490743,Theodore Chahal,Chandigarh → Indore,Chandigarh,Indore,2025-07-06,2025-05-18,AC 3 Tier,47A,1214.22,INR,train,official_app,49,1.8481,1,115,8,mobile,0,0
4425,SF01259457,Ayaan Bali,Mumbai → Delhi,Mumbai,Delhi,2025-11-21,2025-08-26,Business,2C,920.09,INR,flight,official_app,87,0.6572,6,62,1,unknown,1,1
4426,TH11558517,Rachana Sura,Visakhapatnam → Pune,Visakhapatnam,Pune,2026-11-13,2026-10-24,AC 3 Tier,7D,884.04,INR,train,reseller,20,1.8303,8,120,1,desktop,0,1
4427,IU75041716,Pranit Ahluwalia,Coimbatore → Amritsar,Coimbatore,Amritsar,2025-10-10,2025-07-17,Business,30C,4840.72,INR,flight,official_website,85,15.4163,3,97,6,tablet,0,0
4428,VX68318395,Kamya Mane,Jodhpur → Mumbai,Jodhpur,Mumbai,2026-09-12,2026-07-01,Business,27E,2586.48,INR,flight,dark_web,73,2.8739,11,2,3,unknown,0,1
4429,CH83955951,Priya Thakur,Mysore → Surat,Mysore,Surat,2027-01-08,2026-12-28,First Class,9C,946.77,INR,train,dark_web,11,1.0496,16,10,5,unknown,1,1
4430,FO49777588,Gautam Merchant,Delhi → Ranchi,Delhi,Ranchi,2025-04-20,2025-03-07,Economy,28E,7135.19,INR,flight,official_app,44,5.5744,1,120,1,desktop,0,0
4431,EE74449227,Benjamin Virk,Kochi → Ranchi,Kochi,Ranchi,2026-07-02,2026-04-22,Economy,2D,2094.52,INR,flight,dark_web,71,1.5573,14,7,4,unknown,1,1
4432,GG29303214,Isaiah Srinivas,Nagpur → Patna,Nagpur,Patna,2026-05-13,2026-03-17,Business,2F,13975.26,INR,flight,official_website,57,10.5474,1,73,4,desktop,0,0
4433,VP44022373,Lopa Apte,Coimbatore → Jodhpur,Coimbatore,Jodhpur,2026-12-27,2026-12-23,Sleeper,S27,2857.3,INR,bus,official_website,4,1.9842,5,95,9,mobile,0,0
4434,XL95367029,Aryan Doshi,Chandigarh → Thiruvananthapuram,Chandigarh,Thiruvananthapuram,2025-07-02,2025-07-04,AC Sleeper,S41,713.64,INR,bus,reseller,-2,3.0239,8,95,4,tablet,1,1
4435,AW53711183,Chaaya Ramakrishnan,Visakhapatnam → Ahmedabad,Visakhapatnam,Ahmedabad,2027-01-09,2026-12-27,First Class,24D,3748.78,INR,train,official_app,13,3.4872,1,107,3,mobile,0,0
4436,GC13295391,Darsh Sridhar,Ahmedabad → Bhopal,Ahmedabad,Bhopal,2026-04-16,2026-01-17,Sleeper,S2,361.79,INR,bus,dark_web,89,0.532,13,13,4,unknown,0,1
4437,KR12646557,Turvi Pillay,Mumbai → Jaipur,Mumbai,Jaipur,2026-02-21,2025-12-30,Economy,17D,6585.47,INR,flight,official_app,53,5.7265,2,54,3,mobile,0,0
4438,AR97752053,Ishani Konda,Bhubaneswar → Surat,Bhubaneswar,Surat,2030-02-19,2026-01-12,AC Seater,S8,1772.29,INR,bus,official_website,1499,2.4962,9,77,2,unknown,1,1
4439,TP31462642,Aadhya Gandhi,Jaipur → Amritsar,Jaipur,Amritsar,2025-09-28,2025-09-16,Sleeper,S31,146.69,INR,bus,official_website,12,0.2366,5,7,3,tablet,1,1
4440,1111111111,Aarnav Gupta,Visakhapatnam → Patna,Visakhapatnam,Patna,2025-09-30,2025-07-28,First Class,20C,2418.39,INR,train,official_website,64,3.5357,3,106,2,tablet,1,1
4441,QQ08456572,Ikbal Kothari,Jodhpur → Jaipur,Jodhpur,Jaipur,2025-11-21,2025-11-05,Sleeper,1C,348.46,INR,train,official_website,16,1.0249,5,83,3,mobile,0,0
4442,TA26692462,Januja Pandit,Bhopal → Agra,Bhopal,Agra,2025-06-06,2025-05-19,Sleeper,66A,395.27,INR,train,official_website,18,1.1326,1,86,9,desktop,0,0
4443,YE43081903,Jai Sen,Chandigarh → Patna,Chandigarh,Patna,2025-08-18,2025-06-17,First Class,23C,3227.29,INR,train,official_app,62,3.4852,4,74,5,mobile,1,1
4444,TR04973871,Lohit Mannan,Mysore → Delhi,Mysore,Delhi,2026-08-26,2026-07-19,Economy,10E,12215.84,INR,flight,official_website,38,5.3112,2,32,3,tablet,0,0
4445,JS10500628,Dominic Gade,Mysore → Coimbatore,Mysore,Coimbatore,2025-10-09,2025-09-25,General,49D,59.05,INR,train,official_website,14,0.2953,3,104,3,desktop,0,0
4446,OT46430897,Maanav Kalita,Lucknow → Amritsar,Lucknow,Amritsar,2026-11-14,2026-11-06,Sleeper,S40,566.96,INR,bus,official_website,8,1.7181,5,107,2,mobile,0,0
4447,UE47085267,Girindra Raj,Udaipur → Nagpur,Udaipur,Nagpur,2025-07-12,2025-05-31,General,20B,236.42,INR,train,dark_web,42,0.1604,11,6,3,unknown,1,1
4448,OM45807248,Watika Seth,Lucknow → Udaipur,Lucknow,Udaipur,2026-11-21,2026-09-03,First Class,33D,171.65,INR,train,official_app,79,0.4614,5,8,3,unknown,0,1
4449,TY57203718,Ekavir Mittal,Kochi → Mysore,Kochi,Mysore,2026-07-20,2026-05-19,Economy,26B,3191.92,INR,flight,official_website,62,6.6498,1,87,1,tablet,0,0
4450,XU28645443,Aradhana Kari,Bangalore → Mangalore,Bangalore,Mangalore,2026-03-29,2026-02-07,General,29D,135.43,INR,train,official_website,50,0.3869,4,53,5,tablet,1,0
4451,LQ65997801,Harini Gade,Chennai → Indore,Chennai,Indore,2025-04-02,2025-02-24,Economy,1E,313.29,INR,flight,reseller,37,0.6304,7,23,2,mobile,1,1
4452,NK44401675,Eta Desai,Jodhpur → Mysore,Jodhpur,Mysore,2025-03-19,2025-02-16,Business,13D,1759.67,INR,flight,dark_web,31,3.3775,15,12,5,unknown,1,1
4453,ZD89934571,Indrajit Mani,Lucknow → Ahmedabad,Lucknow,Ahmedabad,2025-04-01,2025-02-04,AC 2 Tier,44A,3336.33,INR,train,official_app,56,2.4991,1,39,6,mobile,0,0
4454,AY07470542,Bina Edwin,Mumbai → Nagpur,Mumbai,Nagpur,2026-11-11,2026-09-14,General,55D,494.07,INR,train,official_website,58,0.5679,3,38,10,tablet,0,0
4455,FI51409418,Timothy Bobal,Lucknow → Goa,Lucknow,Goa,2025-07-07,2025-05-11,AC Seater,S16,2237.94,INR,bus,official_app,57,2.4811,2,103,3,desktop,0,0
4456,CW86184078,Chasmum Savant,Agra → Delhi,Agra,Delhi,2026-04-10,2026-03-27,Business,4F,812.72,INR,flight,dark_web,14,4.0636,14,15,4,unknown,0,1
4457,MM69599527,Yadavi Palan,Jodhpur → Patna,Jodhpur,Patna,2026-08-25,2026-06-25,AC 2 Tier,13B,644.9,INR,train,official_app,61,2.49,1,46,4,desktop,0,0
4458,BC71334621,Baghyawati Bath,Jaipur → Patna,Jaipur,Patna,2025-07-20,2025-05-03,Business,12C,5800.35,INR,flight,official_app,78,13.8104,7,40,1,tablet,0,1
4459,PP56845214,Varsha Prabhakar,Delhi → Jodhpur,Delhi,Jodhpur,2026-07-13,2026-07-05,Economy,5B,4013.14,INR,flight,official_website,8,6.4728,2,77,3,desktop,0,0
4460,NL72378517,Chakrika Mitter,Jaipur → Amritsar,Jaipur,Amritsar,2030-07-12,2025-07-04,AC Seater,S29,1559.17,INR,bus,reseller,1834,2.5148,8,49,2,desktop,1,1
4461,JT42035813,Gopal Bhavsar,Indore → Surat,Indore,Surat,2025-10-08,2025-09-06,Sleeper,S35,233.92,INR,bus,official_website,32,0.1652,10,67,4,mobile,0,1
4462,EI40639293,Kevin Walla,Lucknow → Bhopal,Lucknow,Bhopal,2026-09-12,2026-06-17,First Class,33D,205.2,INR,train,dark_web,87,0.7953,23,3,2,unknown,0,1
4463,EK06383095,Yashvi Shah,Visakhapatnam → Lucknow,Visakhapatnam,Lucknow,2026-10-27,2026-08-24,General,29F,5909.02,INR,flight,official_website,64,5.7988,1,19,4,desktop,1,1
4464,OB76041357,Aadi Kothari,Visakhapatnam → Bhubaneswar,Visakhapatnam,Bhubaneswar,2026-06-07,2026-04-07,General,53D,245.97,INR,train,official_app,61,0.3544,4,30,6,mobile,0,0
4465,KA83817206,Aishani Pau,Varanasi → Ahmedabad,Varanasi,Ahmedabad,2025-10-21,2025-07-29,Business,2F,11555.22,INR,flight,official_website,84,10.85,2,114,4,tablet,0,0
4466,TY15095504,Lohit Vig,Patna → Nagpur,Patna,Nagpur,2026-08-31,2026-07-06,Sleeper,S10,143.23,INR,bus,dark_web,56,0.4367,18,2,2,unknown,1,1
4467,#21112B,Vasana Hari,Chandigarh → Amritsar,Chandigarh,Amritsar,2026-12-01,2026-09-22,Economy,24D,1951.7,INR,flight,official_app,70,8.4857,6,62,1,desktop,1,1
4468,ZA59120456,Damyanti Mani,Coimbatore → Nagpur,Coimbatore,Nagpur,2025-11-06,2025-10-29,Sleeper,49D,1053.78,INR,train,official_website,8,1.0261,4,99,4,desktop,0,0
4469,YM07624881,Max Narayan,Goa → Bhubaneswar,Goa,Bhubaneswar,2026-02-24,2026-01-07,Economy,23B,2789.11,INR,flight,official_website,48,6.8027,3,60,5,mobile,0,0
4470,EG21060729,Krishna Saha,Bhopal → Kolkata,Bhopal,Kolkata,2026-03-30,2026-02-06,Business,2A,7235.76,INR,flight,official_website,52,12.6721,1,107,8,mobile,0,0
4471,DF41225711,Lakshmi Chaudhuri,Jaipur → Jodhpur,Jaipur,Jodhpur,2027-01-13,2026-11-16,AC Seater,65C,280.53,INR,train,official_website,58,0.8251,1,88,3,tablet,1,1
4472,VK79150342,Aarav Bobal,Patna → Bhubaneswar,Patna,Bhubaneswar,2026-01-09,2025-12-16,Business,23F,8493.2,INR,flight,official_website,24,11.862,5,68,6,mobile,0,0
4473,YW51982333,Dayamai Oza,Lucknow → Delhi,Lucknow,Delhi,2026-03-16,2026-01-14,AC 2 Tier,36B,1379.83,INR,train,official_app,61,2.4862,3,104,2,mobile,0,0
4474,ZI61549727,Vasudha Bhatti,Goa → Udaipur,Goa,Udaipur,2025-07-30,2025-07-24,AC 3 Tier,31C,391.62,INR,train,dark_web,6,0.469,15,3,3,unknown,0,1
4475,OG53359667,Urmi Dhar,Udaipur → Coimbatore,Udaipur,Coimbatore,2030-05-01,2026-08-19,AC 2 Tier,8B,1580.99,INR,train,reseller,1351,2.5833,5,97,1,unknown,1,1
4476,QK38106182,Nimrat Bajwa,Amritsar → Bhopal,Amritsar,Bhopal,2025-12-13,2025-11-23,AC 2 Tier,1B,1179.52,INR,train,official_app,20,2.5531,5,64,6,tablet,0,0
4477,ZZ65878902,Sai Balasubramanian,Delhi → Lucknow,Delhi,Lucknow,2026-04-15,2026-04-04,Business,15F,7001.01,INR,flight,official_website,11,12.6144,3,55,5,mobile,1,0
4478,RS09867546,Matthew Aurora,Mangalore → Surat,Mangalore,Surat,2025-06-28,2025-04-19,AC Seater,S21,2052.94,INR,bus,official_website,70,2.4067,1,82,4,tablet,0,0
4479,TZ79424664,Gopal Virk,Patna → Agra,Patna,Agra,2025-05-17,2025-02-17,Sleeper,22B,1257.76,INR,train,official_website,89,0.9727,5,66,3,mobile,0,0
4480,IH49574407,Saksham Parmar,Mangalore → Kochi,Mangalore,Kochi,2026-05-10,2026-04-04,Economy,24E,3062.08,INR,flight,official_website,36,6.8046,4,115,7,desktop,0,0
4481,SG32242410,Odika Purohit,Kochi → Goa,Kochi,Goa,2025-06-19,2025-03-23,Business,6C,7733.44,INR,flight,official_website,88,12.0835,2,115,3,desktop,0,0
4482,YS21254961,Hiral Rajan,Udaipur → Visakhapatnam,Udaipur,Visakhapatnam,2025-12-18,2025-09-30,Sleeper,S22,1099.81,INR,bus,official_app,79,1.9745,3,89,8,mobile,0,0
4483,IP82535283,Frado Sandal,Bhubaneswar → Chennai,Bhubaneswar,Chennai,2027-02-17,2026-12-30,AC 3 Tier,18B,25634.33,INR,train,official_website,49,21.3619,7,20,1,tablet,1,1
4484,MD31443771,Isaac Shenoy,Chennai → Bangalore,Chennai,Bangalore,2026-11-30,2026-10-10,General,S5,32.17,INR,bus,official_website,51,0.0919,10,14,2,mobile,1,1
4485,RL48058184,Henry Naidu,Jodhpur → Indore,Jodhpur,Indore,2025-01-29,2025-01-01,Business,7C,8376.71,INR,flight,official_website,28,11.865,1,116,6,tablet,1,0
4486,GP21905144,Eta Balan,Mangalore → Nagpur,Mangalore,Nagpur,2027-01-19,2026-11-18,Business,18F,6564.57,INR,flight,official_website,62,12.9224,2,92,5,tablet,0,0
4487,VP84698501,Urmi Puri,Bhubaneswar → Bhopal,Bhubaneswar,Bhopal,2025-10-31,2025-10-23,Economy,8F,5428.27,INR,flight,official_app,8,5.8119,3,101,2,desktop,0,0
4488,CO20265230,Ayushman Lalla,Goa → Pune,Goa,Pune,2025-08-24,2025-08-04,Economy,24D,303.44,INR,flight,official_app,20,0.2998,3,116,2,tablet,0,1
4489,NU12641269,Anay Pradhan,Patna → Bangalore,Patna,Bangalore,2026-08-23,2026-06-10,Business,22E,20861.37,INR,flight,official_website,74,9.934,1,63,7,desktop,0,0
4490,JP77754548,Logan Sood,Varanasi → Jodhpur,Varanasi,Jodhpur,2026-08-21,2026-06-22,AC Sleeper,S14,3035.8,INR,bus,official_website,60,3.0117,5,77,5,tablet,0,0
4491,#2C4CA1,Pavani Bala,Nagpur → Bhopal,Nagpur,Bhopal,2026-11-12,2026-11-05,Business,24B,5230.88,INR,flight,reseller,7,14.5302,7,47,3,desktop,0,1
4492,GA38401456,Gaurang Mitra,Indore → Mangalore,Indore,Mangalore,2026-01-27,2026-01-22,Sleeper,S38,2741.54,INR,bus,official_app,5,2.0188,5,39,7,desktop,0,0
4493,AQ10089891,Eesha Deol,Kolkata → Agra,Kolkata,Agra,2030-09-11,2025-03-23,Economy,18B,1804.95,INR,flight,official_website,1998,8.9354,9,88,5,desktop,0,1
4494,KG82962573,Nilima Dada,Mysore → Kochi,Mysore,Kochi,2026-09-12,2026-07-21,AC Sleeper,S27,1424.3,INR,bus,official_website,53,2.9673,1,111,9,mobile,0,0
4495,RO77722789,Yatin Palan,Lucknow → Mumbai,Lucknow,Mumbai,2025-12-20,2026-01-16,First Class,60C,4214.24,INR,train,official_website,-27,3.5119,7,52,3,tablet,1,1
4496,MK49641909,Vincent Sekhon,Hyderabad → Ahmedabad,Hyderabad,Ahmedabad,2025-10-16,2025-09-21,Economy,5E,1964.27,INR,flight,official_website,25,8.6915,3,73,5,tablet,0,0
4497,NS39001805,Januja Sankar,Surat → Mysore,Surat,Mysore,2025-04-12,2025-04-06,AC Seater,S28,1275.37,INR,bus,official_app,6,2.5975,2,60,5,mobile,0,0
4498,EA92805647,Jyoti Bose,Mumbai → Amritsar,Mumbai,Amritsar,2025-04-30,2025-02-13,General,61B,806.23,INR,train,official_website,76,0.4529,1,115,4,desktop,0,0
4499,CM60256220,Gaurav Gill,Jodhpur → Bhopal,Jodhpur,Bhopal,2026-01-27,2025-11-27,Business,7A,92389.49,INR,flight,reseller,61,124.5141,5,36,4,unknown,1,1
4500,AS39044168,Ojas Naidu,Delhi → Hyderabad,Delhi,Hyderabad,2025-11-12,2025-10-05,Business,22D,4207.32,INR,flight,dark_web,38,2.6798,17,10,3,unknown,1,1
4501,EN60346887,Jasmit Nanda,Ranchi → Mangalore,Ranchi,Mangalore,2027-02-06,2026-12-11,Sleeper,S15,1289.04,INR,bus,official_website,57,2.0268,2,84,7,mobile,0,0
4502,QO81414833,Dev Pau,Bangalore → Amritsar,Bangalore,Amritsar,2026-02-23,2025-12-19,Economy,25D,1641.0,INR,flight,reseller,66,0.6078,9,17,4,tablet,1,1
4503,MF17332037,Ekapad Palan,Bhopal → Udaipur,Bhopal,Udaipur,2030-07-09,2025-05-06,General,S45,1719.51,INR,bus,official_app,1890,1.1517,10,57,1,desktop,1,1
4504,KQ70022162,Dayita Sankaran,Chennai → Lucknow,Chennai,Lucknow,2027-01-28,2026-12-14,First Class,24B,5917.92,INR,train,official_app,45,3.4811,1,78,7,tablet,0,0
4505,UQ22068519,Damyanti Dass,Indore → Mysore,Indore,Mysore,2026-12-19,2026-10-21,Economy,4C,3508.7,INR,flight,official_website,59,6.6077,4,47,6,mobile,0,0
4506,LJ36385586,Ishanvi Shenoy,Lucknow → Ranchi,Lucknow,Ranchi,2026-12-29,2026-10-18,AC Sleeper,S44,292.15,INR,bus,dark_web,72,0.3975,18,4,1,unknown,0,1
4507,TC23131055,Odika Bhagat,Hyderabad → Mysore,Hyderabad,Mysore,2026-04-26,2026-04-03,Economy,12B,2605.67,INR,flight,official_website,23,7.3606,1,100,4,mobile,1,0
4508,FV82532534,Qushi Naik,Chandigarh → Coimbatore,Chandigarh,Coimbatore,2025-05-18,2025-03-29,AC 2 Tier,56A,849.92,INR,train,official_app,50,2.5371,2,116,1,mobile,0,0
4509,YJ29941231,Chatura Pal,Mumbai → Jodhpur,Mumbai,Jodhpur,2026-10-31,2026-10-04,Business,7B,10091.62,INR,flight,official_website,27,11.2129,5,72,4,mobile,0,0
4510,RV16166857,Christopher Chacko,Hyderabad → Kolkata,Hyderabad,Kolkata,2026-05-17,2026-04-04,General,1C,4306.25,INR,train,official_website,43,2.8901,9,68,5,tablet,1,1
4511,IH63485344,Ayushman Nagar,Bangalore → Kolkata,Bangalore,Kolkata,2026-06-22,2026-06-02,Sleeper,65D,1904.09,INR,train,official_app,20,1.0182,2,41,4,desktop,0,0
4512,VP56370191,Netra Agrawal,Bhubaneswar → Bangalore,Bhubaneswar,Bangalore,2025-10-17,2025-07-21,AC Sleeper,S6,4760.86,INR,bus,official_website,88,2.9755,4,109,10,tablet,0,0
4513,WW84641875,Varenya Dua,Varanasi → Bhopal,Varanasi,Bhopal,2025-09-07,2025-08-17,Sleeper,S21,2410.18,INR,bus,official_website,21,1.9788,4,66,5,mobile,0,0
4514,NY80653815,Umang Gour,Kolkata → Mumbai,Kolkata,Mumbai,2026-08-15,2026-07-22,AC Sleeper,S40,6099.11,INR,bus,official_website,24,2.9752,4,87,7,desktop,0,0
4515,OB83059681,Vanya Dua,Mumbai → Jaipur,Mumbai,Jaipur,2027-02-23,2026-11-27,AC 3 Tier,22D,2050.78,INR,train,official_website,88,1.7833,1,64,10,tablet,0,0
4516,KE32208791,Abdul Sani,Bhubaneswar → Mumbai,Bhubaneswar,Mumbai,2025-09-05,2025-06-25,AC 3 Tier,5A,3377.75,INR,train,official_website,72,1.8258,5,47,2,mobile,0,0
4517,TW02957185,Tristan Comar,Coimbatore → Bhopal,Coimbatore,Bhopal,2026-11-13,2026-11-17,AC 3 Tier,17C,1030.06,INR,train,reseller,-4,1.7668,5,28,1,desktop,1,1
4518,UY16688600,Vedika Gopal,Visakhapatnam → Delhi,Visakhapatnam,Delhi,2026-04-27,2026-02-22,Sleeper,45C,129.6,INR,train,official_app,64,0.0749,6,40,3,tablet,1,1
4519,WV14518363,Parth Kurian,Mumbai → Jaipur,Mumbai,Jaipur,2025-04-11,2025-03-10,General,23D,501.97,INR,train,official_website,32,0.4365,5,56,10,desktop,1,0
4520,MX90169581,Ati Misra,Ranchi → Chandigarh,Ranchi,Chandigarh,2026-03-19,2026-03-02,Business,27D,83039.29,INR,flight,reseller,17,88.0586,3,119,2,unknown,1,1
4521,VW12772381,Neha Anne,Visakhapatnam → Jaipur,Visakhapatnam,Jaipur,2025-08-25,2025-06-05,AC 2 Tier,63C,660.14,INR,train,official_website,81,2.3832,2,64,10,tablet,0,0
4522,KX47210672,Praneel Sura,Amritsar → Lucknow,Amritsar,Lucknow,2026-02-10,2025-12-10,Economy,18D,5323.49,INR,flight,official_website,62,5.9814,3,65,8,tablet,0,0
4523,HW57847084,Thomas Luthra,Coimbatore → Lucknow,Coimbatore,Lucknow,2025-09-15,2025-10-02,AC 2 Tier,22B,2617.36,INR,train,official_app,-17,2.4012,10,21,2,unknown,1,1
4524,VD48489205,Udarsh Ganesh,Bhubaneswar → Agra,Bhubaneswar,Agra,2027-01-02,2026-10-22,Economy,14E,66238.18,INR,flight,official_website,72,73.598,10,88,5,mobile,1,1
4525,QA78973904,Samuel Palla,Goa → Coimbatore,Goa,Coimbatore,2026-01-30,2026-01-06,General,55A,425.13,INR,train,official_website,24,0.4452,3,104,3,desktop,0,0
4526,AT91260437,Vasatika Master,Mysore → Agra,Mysore,Agra,2027-01-18,2026-11-07,Business,15F,10957.14,INR,flight,official_app,72,11.0122,5,77,1,desktop,1,1
4527,OL61861362,Devika Dube,Mumbai → Chandigarh,Mumbai,Chandigarh,2027-02-13,2026-12-15,First Class,69B,66906.4,INR,train,official_website,60,42.3458,10,47,3,tablet,1,1
4528,WS36491026,Nitesh Majumdar,Chennai → Coimbatore,Chennai,Coimbatore,2026-05-01,2026-04-19,AC Sleeper,S1,1518.28,INR,bus,official_app,12,3.0985,5,72,10,mobile,0,0
4529,ID41356933,Kritika Magar,Hyderabad → Jaipur,Hyderabad,Jaipur,2027-01-19,2026-11-07,AC 3 Tier,S18,2670.57,INR,bus,reseller,73,2.4728,7,19,4,unknown,1,1
